subj,subj_head,obj,obj_head,root,sent
wheel,spin,surface,polish,spin,"If you accelerate too fast, the drive wheels will spin and polish the surface under the tires even more."
brake,improve,stability,improve,improve, 4-41  Your anti-lock brakes improve your vehicle’s stability when you make a hard stop on a slippery road.
you,make,stop,make,improve, 4-41  Your anti-lock brakes improve your vehicle’s stability when you make a hard stop on a slippery road.
you,have,system,have,want,"Even though you have an anti-lock braking system, you will want to begin stopping sooner than you would on dry pavement."
,,braking,see,see,See Braking on page 4-6.
,,distance,allow,allow,(cid:127) Allow greater following distance on any  slippery road.
you,hit,spot,hit,be,The road might be ﬁne until you hit a spot that is covered with ice.
you,see,patch,see,brake,"If you see a patch of ice ahead of you, brake before you are on it."
you,be,maneuver,avoid,try,"Try not to brake while you are actually on the ice, and avoid sudden steering maneuvers."
thing,be,help,summon,be,Here are some things to do to summon help and keep yourself and your passengers safe:  Turn on your hazard ﬂashers.
thing,be,yourself,keep,be,Here are some things to do to summon help and keep yourself and your passengers safe:  Turn on your hazard ﬂashers.
thing,be,ﬂasher,turn,be,Here are some things to do to summon help and keep yourself and your passengers safe:  Turn on your hazard ﬂashers.
,,cloth,tie,tie,Tie a red cloth to your vehicle to alert police that you have been stopped by the snow.
,,police,alert,tie,Tie a red cloth to your vehicle to alert police that you have been stopped by the snow.
,,clothing,put,put,Put on extra clothing or wrap a blanket around you.
,,blanket,wrap,put,Put on extra clothing or wrap a blanket around you.
you,have,blanket,have,make,"If you have no blankets or extra clothing, make body insulators from newspapers, burlap bags, rags, ﬂoor mats — anything you can wrap around yourself or tuck under your clothing to keep warm."
you,have,insulator,make,make,"If you have no blankets or extra clothing, make body insulators from newspapers, burlap bags, rags, ﬂoor mats — anything you can wrap around yourself or tuck under your clothing to keep warm."
you,run,engine,run,run," You can run the engine to keep warm, but be careful."
snow,trap,gas,trap,caution, {CAUTION:  Snow can trap exhaust gases under your vehicle.
co,overcome,you,overcome,overcome,CO could overcome you and kill you.
co,overcome,you,kill,overcome,CO could overcome you and kill you.
you,see,it,see,know,"You can not see it or smell it, so you might not know it is in your vehicle."
you,see,it,smell,know,"You can not see it or smell it, so you might not know it is in your vehicle."
,,snow,clear,clear,"Clear away snow from around the base of your vehicle, especially any that is blocking your exhaust pipe."
that,block,pipe,block,clear,"Clear away snow from around the base of your vehicle, especially any that is blocking your exhaust pipe."
snow,collect,window,open,check,And check around again from time to time to be sure snow does not collect there.  Open a window just a little on the side of the vehicle that is away from the wind.
this,help,CO,keep,help,This will help keep CO out.
,,engine,run,run,Run your engine only as long as you must.
this,save,fuel,save,save,This saves fuel.
you,run,engine,run,make,"When you run the engine, make it go a little faster than just idle."
,,accelerator,push,push,"That is, push the accelerator slightly."
this,use,fuel,use,use,This uses less fuel for the heat that you get and it keeps the battery charged.
this,use,that,get,use,This uses less fuel for the heat that you get and it keeps the battery charged.
it,keep,battery,keep,use,This uses less fuel for the heat that you get and it keeps the battery charged.
you,need,battery,need,need,"You will need a well-charged battery to restart the vehicle, and possibly for signaling later on with your headlamps."
you,need,vehicle,restart,need,"You will need a well-charged battery to restart the vehicle, and possibly for signaling later on with your headlamps."
,,engine,shut,shut," 4-43  Then, shut the engine off and close the window almost all the way to preserve the heat."
,,window,close,shut," 4-43  Then, shut the engine off and close the window almost all the way to preserve the heat."
,,heat,preserve,shut," 4-43  Then, shut the engine off and close the window almost all the way to preserve the heat."
,,engine,start,start,Start the engine again and repeat this only when you feel really uncomfortable from the cold.
,,this,repeat,start,Start the engine again and repeat this only when you feel really uncomfortable from the cold.
,,it,do,do,But do it as little as possible.
,,fuel,preserve,preserve,Preserve the fuel as long as you can.
you,get,exercise,do,get,"To help keep warm, you can get out of the vehicle and do some fairly vigorous exercises every half hour or so until help comes."
you,be,vehicle,free,need," If You Are Stuck: In Sand, Mud, Ice or Snow  In order to free your vehicle when it is stuck, you will need to spin the wheels, but you do not want to spin your wheels too fast."
you,need,wheel,spin,need," If You Are Stuck: In Sand, Mud, Ice or Snow  In order to free your vehicle when it is stuck, you will need to spin the wheels, but you do not want to spin your wheels too fast."
you,want,wheel,spin,need," If You Are Stuck: In Sand, Mud, Ice or Snow  In order to free your vehicle when it is stuck, you will need to spin the wheels, but you do not want to spin your wheels too fast."
you,use,caution,use,help,"The method known as “rocking” can help you get out when you are stuck, but you must use caution."
that,cause,compartment,cause,cause,That could cause an engine compartment ﬁre or other damage.
that,cause,ﬁre,cause,cause,That could cause an engine compartment ﬁre or other damage.
you,stick,wheel,spin,spin,"When you are stuck, spin the wheels as little as possible."
,,wheel,spin,spin,Do not spin the wheels above 35 mph (55 km/h) as shown on the speedometer.
spin,destroy,wheel,spin,notice,Notice: Spinning your wheels can destroy parts of your vehicle as well as the tires.
spin,destroy,part,destroy,notice,Notice: Spinning your wheels can destroy parts of your vehicle as well as the tires.
you,spin,wheel,spin,destroy,"If you spin the wheels too fast while shifting your transmission back and forth, you can destroy your transmission."
you,spin,transmission,shift,destroy,"If you spin the wheels too fast while shifting your transmission back and forth, you can destroy your transmission."
you,destroy,transmission,destroy,destroy,"If you spin the wheels too fast while shifting your transmission back and forth, you can destroy your transmission."
,,chain,use,see," For information about using tire chains on your vehicle, see Tire Chains on page 5-71."
,,Chains,see,see," For information about using tire chains on your vehicle, see Tire Chains on page 5-71."
,,vehicle,rock,, 4-44  Rocking Your Vehicle To Get It Out  
,,it,get,, 4-44  Rocking Your Vehicle To Get It Out  
,,wheel,turn,turn,"First, turn your steering wheel left and right."
that,clear,area,clear,clear,That will clear the area around your front wheels.
you,have,vehicle,have,shift,"If you have a four- wheel-drive vehicle, shift into 4HI."
,,wheel,spin,shift,"Then shift back and forth between REVERSE (R) and a forward gear, spinning the wheels as little as possible."
,,pedal,release,release,"Release the accelerator pedal while you shift, and press lightly on the accelerator pedal when the transmission is in gear."
,,wheel,spin,cause,"By slowly spinning your wheels in the forward and reverse directions, you will cause a rocking motion that may free your vehicle."
you,cause,motion,cause,cause,"By slowly spinning your wheels in the forward and reverse directions, you will cause a rocking motion that may free your vehicle."
that,free,vehicle,free,cause,"By slowly spinning your wheels in the forward and reverse directions, you will cause a rocking motion that may free your vehicle."
that,get,you,get,need,"If that does not get you out after a few tries, you may need to be towed out."
you,need,vehicle,tow,see,"If you do need to be towed out, see Towing Your Vehicle on page 4-45.  Towing  Towing Your Vehicle  Consult your dealer or a professional towing service if you need to have your disabled vehicle towed."
you,need,vehicle,tow,see,"If you do need to be towed out, see Towing Your Vehicle on page 4-45.  Towing  Towing Your Vehicle  Consult your dealer or a professional towing service if you need to have your disabled vehicle towed."
you,need,dealer,consult,see,"If you do need to be towed out, see Towing Your Vehicle on page 4-45.  Towing  Towing Your Vehicle  Consult your dealer or a professional towing service if you need to have your disabled vehicle towed."
,,Program,see,see,See Roadside Assistance Program on page 7-7.
you,want,vehicle,tow,see," If you want to tow your vehicle behind another vehicle for recreational purposes (such as behind a motorhome), see “Recreational Vehicle Towing” following.  "
towing,mean,vehicle,tow,mean,Recreational Vehicle Towing Recreational vehicle towing means towing your vehicle behind another vehicle – such as behind a motorhome.
type,know,vehicle,tow,know,The two most common types of recreational vehicle towing are known as “dinghy towing” (towing your vehicle with all four wheels on the ground) and “dolly towing” (towing your vehicle with two wheels on the ground and two wheels up on a device known as a “dolly”).
type,know,vehicle,tow,know,The two most common types of recreational vehicle towing are known as “dinghy towing” (towing your vehicle with all four wheels on the ground) and “dolly towing” (towing your vehicle with two wheels on the ground and two wheels up on a device known as a “dolly”).
,,towing,see,see,"See “Dinghy Towing” and “Dolly Towing,” following."
you,need,brake,need,need,You may also need brakes for the vehicle being towed.
,,dealer,see,see,See your dealer for additional trailering information.
you,do,towing,do,be,Here are some important things to consider before you do recreational vehicle towing:
you,read,recommendation,read,be,Be sure you read the tow vehicle manufacturer’s recommendations.
vehicle,have,restriction, ,have,Some vehicles have  restrictions on how far and how long they can be towed.
you,have,equipment,have,have,Do you have the proper towing equipment?
,,dealer,see,see,See your dealer or trailering professional for additional advice and equipment recommendations.
you,prepare,vehicle,prepare,want,"Just as you would prepare your vehicle for a long trip, you’ll want to make sure your vehicle is prepared to be towed."
,,vehicle,tow,,Dinghy Towing  Two-Wheel-Drive Vehicles  
you,tow,vehicle,tow,notice,"If you tow your vehicle with all four wheels  Notice: on the ground, the drivetrain components could be damaged."
,,vehicle,tow,tow,Do not tow your vehicle with all four wheels on the ground.
transmission,have,provision,have,have,Two-wheel-drive transmissions have no provisions for internal lubrication while being towed.
,,vehicle,tow,place,"To properly tow these vehicles, they should be placed on a platform trailer, or dolly towed."
,,towing,see,see,See “Dolly Towing” following for more information.
,,vehicle,tow,turn," When towing your vehicle, turn the ignition off."
,,ignition,turn,turn," When towing your vehicle, turn the ignition off."
you,follow,procedure,follow,tow,Four-wheel-drive vehicles can be dinghy towed if you follow the proper procedures.
transmission,have,provision,have,be,"The transmission has no provisions for internal lubrication while being towed, so it is important that you follow all the steps listed in this manual to dinghy tow your four-wheel-drive vehicle."
you,follow,step,follow,be,"The transmission has no provisions for internal lubrication while being towed, so it is important that you follow all the steps listed in this manual to dinghy tow your four-wheel-drive vehicle."
you,follow,vehicle,tow,be,"The transmission has no provisions for internal lubrication while being towed, so it is important that you follow all the steps listed in this manual to dinghy tow your four-wheel-drive vehicle."
,,procedure,use,shift," Use the following procedure to tow your vehicle:  1. Shift the transmission to PARK (P).  2. Turn the engine off, but leave the ignition on.  3. Firmly set the parking brake."
,,vehicle,tow,shift," Use the following procedure to tow your vehicle:  1. Shift the transmission to PARK (P).  2. Turn the engine off, but leave the ignition on.  3. Firmly set the parking brake."
,,transmission,shift,shift," Use the following procedure to tow your vehicle:  1. Shift the transmission to PARK (P).  2. Turn the engine off, but leave the ignition on.  3. Firmly set the parking brake."
,,engine,turn,shift," Use the following procedure to tow your vehicle:  1. Shift the transmission to PARK (P).  2. Turn the engine off, but leave the ignition on.  3. Firmly set the parking brake."
,,ignition,leave,shift," Use the following procedure to tow your vehicle:  1. Shift the transmission to PARK (P).  2. Turn the engine off, but leave the ignition on.  3. Firmly set the parking brake."
,,brake,set,shift," Use the following procedure to tow your vehicle:  1. Shift the transmission to PARK (P).  2. Turn the engine off, but leave the ignition on.  3. Firmly set the parking brake."
,,vehicle,attach,attach, 4. Securely attach the vehicle being towed to  the tow vehicle.
you,shift,case,shift,make,Make sure the parking brake is ﬁrmly set before you shift the transfer case to NEUTRAL.
,,case,shift,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
,,Drive,see,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
,,position,select,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
,,brake,release,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
vehicle,attach,ignition,turn,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
vehicle,attach,column,leave,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
vehicle,attach,vehicle,see,see,5. Shift the transfer case to NEUTRAL (N).  See Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.  6. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  7. Turn the ignition off and leave the steering column  unlocked.  4-47  Dolly Towing Two-Wheel-Drive Vehicles  
transmission,have,provision,have,have,Two-wheel-drive transmissions have no provisions for internal lubrication while being towed.
,,vehicle,tow,place,"To properly tow these vehicles, they should be placed on a platform trailer with all four wheels off the ground."
,,procedure,use,drive, Use the following procedure to tow your vehicle:  1. Drive the vehicle onto the tow dolly.
,,vehicle,tow,drive, Use the following procedure to tow your vehicle:  1. Drive the vehicle onto the tow dolly.
,,vehicle,drive,drive, Use the following procedure to tow your vehicle:  1. Drive the vehicle onto the tow dolly.
,,transmission,shift,shift," 2. Shift the automatic transmission to PARK (P).  3. Turn the engine off, but leave the ignition on.  4. Firmly set the parking brake.  5. Securely attach the vehicle being towed  to the dolly."
,,engine,turn,shift," 2. Shift the automatic transmission to PARK (P).  3. Turn the engine off, but leave the ignition on.  4. Firmly set the parking brake.  5. Securely attach the vehicle being towed  to the dolly."
,,ignition,leave,shift," 2. Shift the automatic transmission to PARK (P).  3. Turn the engine off, but leave the ignition on.  4. Firmly set the parking brake.  5. Securely attach the vehicle being towed  to the dolly."
,,brake,set,shift," 2. Shift the automatic transmission to PARK (P).  3. Turn the engine off, but leave the ignition on.  4. Firmly set the parking brake.  5. Securely attach the vehicle being towed  to the dolly."
,,vehicle,attach,shift," 2. Shift the automatic transmission to PARK (P).  3. Turn the engine off, but leave the ignition on.  4. Firmly set the parking brake.  5. Securely attach the vehicle being towed  to the dolly."
shift,cause,case,shift,caution, {CAUTION:  Shifting a four-wheel-drive vehicle’s transfer case into NEUTRAL can cause your vehicle to roll even if the transmission is in Park (P).
you,shift,case,shift,make,Make sure the parking brake is ﬁrmly set before you shift the transfer case to NEUTRAL.
,,case,shift,shift,6. Shift the transfer case to NEUTRAL.
,,Drive, ,see,See  Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.
,,position,select,see,See  Four-Wheel Drive on page 2-26 for the proper procedure to select the NEUTRAL position for your vehicle.
,,brake,release,release, 7. Release the parking brake only after the vehicle being towed is ﬁrmly attached to the towing vehicle.  8.
,,ignition,turn,turn,Turn the ignition off and lock the steering column.
,,column,lock,turn,Turn the ignition off and lock the steering column.
,,vehicle,load,,Loading Your Vehicle  Tire and Loading Information Label  
it,be,weight,carry,be,It is very important to know how much weight your vehicle can carry.
weight,call,weight,include,call,"This weight is called the vehicle capacity weight and includes the weight of all occupants, cargo and all nonfactory-installed options."
label,show,weight,carry,show,"Two labels on your vehicle show how much weight it may properly carry, the Tire and Loading Information label and the Certiﬁcation/Tire label."
,,vehicle,load,caution,"{CAUTION:  Do not load your vehicle any heavier than the GVWR, or either the maximum front or rear GAWR."
it,change,way,change,break,"If you do, parts on your vehicle can break, and it can change the way your vehicle handles."
you,lose,control,lose,cause,These could cause you to lose control and crash.
overloading,shorten,life,shorten,shorten,"Also, overloading can shorten the life of your vehicle."
vehicle,have,label,have,have,Vehicles without a center pillar will have the Tire and Loading Information label attached to the driver’s door edge.
label,list,number,list,list,This label lists the number of people that can be in your vehicle and the total weight it can carry.
label,tell,size,tell,tell, 4-49  The Tire and Loading Information label also tells you the size and recommended inﬂation pressure for the original equipment tires on your vehicle.
,,tire,see,see,For more information on tires and inﬂation see Tires on page 5-55 and Inﬂation - Tire Pressure on page 5-64.
vehicle,have,label,have,show," If your vehicle does not have the Tire and Loading Information label, the Certiﬁcation/Tire label shows the tire size and recommended inﬂation pressures needed to obtain the Gross Vehicle Weight Rating (GVWR) and the Gross Axle Weight Rating (GAWR) for the front and rear axles."
label,show,size,show,show," If your vehicle does not have the Tire and Loading Information label, the Certiﬁcation/Tire label shows the tire size and recommended inﬂation pressures needed to obtain the Gross Vehicle Weight Rating (GVWR) and the Gross Axle Weight Rating (GAWR) for the front and rear axles."
label,show,pressure,recommend,show," If your vehicle does not have the Tire and Loading Information label, the Certiﬁcation/Tire label shows the tire size and recommended inﬂation pressures needed to obtain the Gross Vehicle Weight Rating (GVWR) and the Gross Axle Weight Rating (GAWR) for the front and rear axles."
label,show,Rating,obtain,show," If your vehicle does not have the Tire and Loading Information label, the Certiﬁcation/Tire label shows the tire size and recommended inﬂation pressures needed to obtain the Gross Vehicle Weight Rating (GVWR) and the Gross Axle Weight Rating (GAWR) for the front and rear axles."
,,label,see,see,See “Certiﬁcation/Tire Label” later in this section.
,,limit,determine,step,Steps for Determining Correct Load Limit 1. Locate the statement “The combined weight of occupants and cargo should never exceed XXX pounds” on your vehicle placard.  2. Determine the combined weight of the driver and passengers that will be riding in your vehicle.  3. Subtract the combined weight of the driver and  passengers from XXX kilograms or XXX pounds.  4.
,,statement,locate,step,Steps for Determining Correct Load Limit 1. Locate the statement “The combined weight of occupants and cargo should never exceed XXX pounds” on your vehicle placard.  2. Determine the combined weight of the driver and passengers that will be riding in your vehicle.  3. Subtract the combined weight of the driver and  passengers from XXX kilograms or XXX pounds.  4.
weight,exceed,pound,exceed,step,Steps for Determining Correct Load Limit 1. Locate the statement “The combined weight of occupants and cargo should never exceed XXX pounds” on your vehicle placard.  2. Determine the combined weight of the driver and passengers that will be riding in your vehicle.  3. Subtract the combined weight of the driver and  passengers from XXX kilograms or XXX pounds.  4.
weight,exceed,weight,determine,step,Steps for Determining Correct Load Limit 1. Locate the statement “The combined weight of occupants and cargo should never exceed XXX pounds” on your vehicle placard.  2. Determine the combined weight of the driver and passengers that will be riding in your vehicle.  3. Subtract the combined weight of the driver and  passengers from XXX kilograms or XXX pounds.  4.
that,ride,weight,subtract,step,Steps for Determining Correct Load Limit 1. Locate the statement “The combined weight of occupants and cargo should never exceed XXX pounds” on your vehicle placard.  2. Determine the combined weight of the driver and passengers that will be riding in your vehicle.  3. Subtract the combined weight of the driver and  passengers from XXX kilograms or XXX pounds.  4.
ﬁgure,equal,amount,equal,equal,The resulting ﬁgure equals the available amount of cargo and luggage load capacity.
amount,equal,lb,equal,be,"For example, if the “XXX” amount equals 1400 lbs. and there will be ﬁve 150 lb. passengers in your vehicle, the amount of available cargo and luggage load capacity is 650 lbs. (1400 − 750 (5 x 150) = 650 lbs.)."
amount,equal,.,equal,be,"For example, if the “XXX” amount equals 1400 lbs. and there will be ﬁve 150 lb. passengers in your vehicle, the amount of available cargo and luggage load capacity is 650 lbs. (1400 − 750 (5 x 150) = 650 lbs.)."
amount,be,750,−,be,"For example, if the “XXX” amount equals 1400 lbs. and there will be ﬁve 150 lb. passengers in your vehicle, the amount of available cargo and luggage load capacity is 650 lbs. (1400 − 750 (5 x 150) = 650 lbs.)."
,,weight,determine,determine,5. Determine the combined weight of luggage and cargo being loaded on the vehicle.
weight,exceed,capacity,exceed,exceed,That weight may not safely exceed the available cargo and luggage load capacity calculated in Step 4.
vehicle,tow,trailer,tow,transfer," 6. If your vehicle will be towing a trailer, the load from  your trailer will be transferred to your vehicle."
,,manual,consult,consult,Consult this manual to determine how this reduces the available cargo and luggage load capacity of your vehicle.
this,reduce,capacity,reduce,consult,Consult this manual to determine how this reduces the available cargo and luggage load capacity of your vehicle.
,,tow,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,trailer,tow,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,trailer,tow,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,vehicle,load,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,vehicle,load,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,item,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,description,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,item,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,description,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,a,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,c,see,see,"See Towing a Trailer on page 4-55 for important information on towing a trailer, towing safety rules and trailering tips.  4-50  Example 1  Example 2  Loading Your Vehicle  Loading Your Vehicle  Item  Description  Total  Item  Description  Total  A  B  C  Vehicle Capacity Weight for Example 1 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 2 =  Available Occupant and Cargo Weight =  300 lbs (136 kg)  700 lbs. (317 kg)  A  B  C  Vehicle Capacity Weight for Example 2 =  1,000 lbs (453 kg)  Subtract Occupant Weight 150 lbs (68 kg) × 5 =  Available Cargo Weight =  750 lbs (340 kg)  250 lbs. (113 kg)  "
,,description,load,label," Certiﬁcation/Tire Label  Example 3  Loading Your Vehicle Description  Total  Vehicle Capacity Weight for Example 3 = Subtract Occupant Weight 200 lbs (91 kg) × 5 = Available Cargo Weight =  1,000 lbs (453 kg)  1,000 lbs (453 kg)  0 lbs (0 kg)  "
weight,exceed,weight,exceed,exceed,"The combined weight of the driver, passengers and cargo should never exceed your vehicle’s capacity weight."
label,show,size,show,show,The label shows the size of your original tires and the inﬂation pressures needed to obtain the gross weight capacity of your vehicle.
label,show,capacity,obtain,show,The label shows the size of your original tires and the inﬂation pressures needed to obtain the gross weight capacity of your vehicle.
GVWR,include,weight,include,include,"The GVWR includes the weight of the vehicle, all occupants, fuel, cargo and trailer tongue weight, if pulling a trailer."
GVWR,include,trailer,pull,include,"The GVWR includes the weight of the vehicle, all occupants, fuel, cargo and trailer tongue weight, if pulling a trailer."
label,tell,weight,tell,tell,"The Certiﬁcation/Tire label also tells you the maximum weights for the front and rear axles, called Gross Axle Weight Rating (GAWR)."
